 3946.0  583.0 12:36:41.235 62:11:36.88 2
 2901.4  591.8 12:36:46.661 62:11:54.00 4
  342.5  592.0 12:37:00.010 62:12:35.10 4
 1202.4  594.4 12:36:55.517 62:12:21.39 4
 1292.0  594.7 12:36:55.049 62:12:19.96 4
 1773.0  596.3 12:36:52.536 62:12:12.30 4
  673.6  598.0 12:36:58.268 62:12:30.01 4
 3210.4  601.2 12:36:45.028 62:11:49.38 4
 1238.8  604.5 12:36:55.304 62:12:21.17 4
 1854.4  608.0 12:36:52.085 62:12:11.42 4
  339.2  613.3 12:36:59.978 62:12:35.93 4
 3184.1  615.8 12:36:45.132 62:11:50.33 4
 2432.9  617.0 12:36:49.047 62:12:02.45 4
 2824.7  621.1 12:36:46.994 62:11:56.30 4
 3485.2  623.2 12:36:43.545 62:11:45.76 4
 2272.1  624.3 12:36:49.869 62:12:05.30 4
 2478.2  627.6 12:36:48.786 62:12:02.11 2
 2231.7  630.0 12:36:50.066 62:12:06.16 4
 3408.2  632.3 12:36:43.926 62:11:47.33 4
 1294.7  633.2 12:36:54.947 62:12:21.32 4
 3666.3  633.4 12:36:42.577 62:11:43.22 4
 1161.8  637.0 12:36:55.632 62:12:23.60 4
  393.7  641.9 12:36:59.628 62:12:36.10 4
  928.5  647.2 12:36:56.826 62:12:27.71 1
 1479.7  648.4 12:36:53.947 62:12:18.91 4
 2460.7  651.8 12:36:48.822 62:12:03.27 4
 3259.2  652.1 12:36:44.657 62:11:50.45 4
 2619.6  653.4 12:36:47.990 62:12:00.78 4
 3125.6  656.1 12:36:45.345 62:11:52.74 4
  595.8  661.1 12:36:58.530 62:12:33.56 3
 3063.7  662.6 12:36:45.652 62:11:53.97 3
 3733.9  663.5 12:36:42.156 62:11:43.23 4
 1660.3  665.5 12:36:52.965 62:12:16.63 3
 2760.8  666.4 12:36:47.223 62:11:58.98 4
 2883.2  669.9 12:36:46.577 62:11:57.14 4
 1966.4  670.3 12:36:51.358 62:12:11.89 4
 3888.2  670.9 12:36:41.334 62:11:41.01 2
  897.9  671.0 12:36:56.930 62:12:29.07 4
 1151.0  677.0 12:36:55.596 62:12:25.23 4
 1824.0  679.6 12:36:52.079 62:12:14.51 3
 2493.3  684.8 12:36:48.576 62:12:03.95 4
  335.5  684.9 12:36:59.833 62:12:38.60 4
 2142.0  688.6 12:36:50.400 62:12:09.73 4
 2714.8  690.8 12:36:47.407 62:12:00.61 4
 3110.0  697.6 12:36:45.331 62:11:54.50 1
 3720.2  699.1 12:36:42.145 62:11:44.74 4
 3641.8  699.6 12:36:42.553 62:11:46.02 4
  407.9  700.0 12:36:59.421 62:12:37.99 2
 3520.9  700.2 12:36:43.182 62:11:47.99 2
 3790.6  704.7 12:36:41.766 62:11:43.81 3
 3157.8  710.0 12:36:45.053 62:11:54.19 4
 2342.7  710.4 12:36:49.303 62:12:07.30 3
 1552.8  711.2 12:36:53.421 62:12:20.02 3
 3857.8  712.2 12:36:41.398 62:11:43.01 3
 3471.6  713.7 12:36:43.408 62:11:49.27 4
 2300.2  717.1 12:36:49.509 62:12:08.23 4
 1270.4  717.3 12:36:54.881 62:12:24.78 4
 1881.5  719.5 12:36:51.688 62:12:15.05 4
 2679.5  728.5 12:36:47.505 62:12:02.55 4
 3261.0  730.4 12:36:44.468 62:11:53.27 4
 3016.9  733.7 12:36:45.733 62:11:57.31 4
 3206.4  737.2 12:36:44.737 62:11:54.40 4
 3418.6  740.1 12:36:43.624 62:11:51.09 4
 1754.9  742.4 12:36:52.296 62:12:17.91 4
  661.7  743.3 12:36:57.997 62:12:35.50 4
 1535.4  744.1 12:36:53.437 62:12:21.50 4
 2982.1  744.3 12:36:45.890 62:11:58.26 4
 2831.7  749.0 12:36:46.664 62:12:00.85 4
 1151.0  749.6 12:36:55.430 62:12:27.87 4
  628.9  750.2 12:36:58.153 62:12:36.28 4
 2178.8  751.2 12:36:50.064 62:12:11.42 4
 2906.8  752.6 12:36:46.264 62:11:59.77 3
 2396.9  755.1 12:36:48.917 62:12:08.06 4
 1675.3  756.1 12:36:52.679 62:12:19.69 4
 3491.5  757.4 12:36:43.204 62:11:50.55 3
  493.7  758.5 12:36:58.839 62:12:38.75 3
 1099.3  761.1 12:36:55.673 62:12:29.12 3
 2258.1  761.7 12:36:49.626 62:12:10.53 4
 1071.2  764.1 12:36:55.813 62:12:29.68 4
 1794.5  765.7 12:36:52.035 62:12:18.13 3
 3661.4  766.7 12:36:42.297 62:11:48.15 3
 3449.2  766.9 12:36:43.403 62:11:51.57 4
 2594.5  769.7 12:36:47.853 62:12:05.42 3
 2448.1  770.1 12:36:48.616 62:12:07.79 4
  805.8  774.0 12:36:57.175 62:12:34.30 4
 1789.6  774.7 12:36:52.040 62:12:18.53 4
 1872.7  776.8 12:36:51.602 62:12:17.28 3
 1478.2  776.9 12:36:53.660 62:12:23.62 4
 3509.8  777.4 12:36:43.063 62:11:50.98 4
 1429.6  778.9 12:36:53.909 62:12:24.47 3
 1551.7  784.8 12:36:53.258 62:12:22.72 4
 3605.2  792.7 12:36:42.530 62:11:50.00 4
  993.2  792.8 12:36:56.154 62:12:31.98 4
  496.9  798.3 12:36:58.731 62:12:40.15 3
 3180.4  798.9 12:36:44.731 62:11:57.06 4
 3118.8  800.5 12:36:45.048 62:11:58.11 4
 3503.1  804.0 12:36:43.036 62:11:52.06 4
 2262.4  805.1 12:36:49.504 62:12:12.05 4
 2827.6  809.4 12:36:46.547 62:12:03.12 4
 2154.6  809.8 12:36:50.056 62:12:13.95 4
 2940.5  812.0 12:36:45.952 62:12:01.40 4
 2468.8  812.6 12:36:48.410 62:12:09.00 4
 2241.8  813.4 12:36:49.593 62:12:12.68 4
 3785.3  816.4 12:36:41.537 62:11:47.97 4
 3746.3  819.4 12:36:41.733 62:11:48.71 4
 3634.9  819.7 12:36:42.313 62:11:50.51 4
 1307.3  824.2 12:36:54.443 62:12:28.08 4
 3087.1  829.4 12:36:45.147 62:11:59.68 4
 2740.7  832.4 12:36:46.947 62:12:05.35 3
 1339.6  834.8 12:36:54.250 62:12:27.95 3
 1825.0  835.1 12:36:51.717 62:12:20.17 2
 3975.6  835.9 12:36:40.500 62:11:45.62 4
  887.7  844.7 12:36:56.585 62:12:35.57 4
 3517.1  844.8 12:36:42.870 62:11:53.32 4
  528.3  846.9 12:36:58.456 62:12:41.42 4
 2595.8  847.6 12:36:47.668 62:12:08.24 4
 1275.7  847.9 12:36:54.554 62:12:29.45 4
 2834.6  851.1 12:36:46.414 62:12:04.53 4
 2757.3  853.0 12:36:46.813 62:12:05.84 4
 3676.7  853.7 12:36:42.017 62:11:51.08 3
 3006.6  860.1 12:36:45.497 62:12:02.09 4
 3695.2  862.9 12:36:41.900 62:11:51.12 4
 2135.5  863.8 12:36:50.032 62:12:16.22 4
 3134.0  864.9 12:36:44.821 62:12:00.22 3
 2628.7  867.5 12:36:47.451 62:12:08.43 4
 1865.4  867.6 12:36:51.432 62:12:20.70 4
 2107.1  872.3 12:36:50.160 62:12:16.99 1
 2265.5  874.3 12:36:49.329 62:12:14.52 4
 3530.9  881.7 12:36:42.713 62:11:54.44 4
 1655.4  883.6 12:36:52.491 62:12:24.66 4
 1994.0  888.2 12:36:50.714 62:12:19.39 4
 2665.3  889.0 12:36:47.210 62:12:08.63 4
  341.9  892.2 12:36:59.325 62:12:46.06 3
 1817.9  895.0 12:36:51.617 62:12:22.46 4
 2419.9  898.5 12:36:48.468 62:12:12.92 3
 3021.3  905.3 12:36:45.316 62:12:03.50 4
  915.4  906.1 12:36:56.300 62:12:37.36 4
 1014.3  913.2 12:36:55.768 62:12:36.03 4
 2378.5  914.1 12:36:48.648 62:12:14.15 4
 1790.3  918.1 12:36:51.708 62:12:23.75 3
  869.8  921.3 12:36:56.503 62:12:38.65 4
 1418.6  921.5 12:36:53.639 62:12:29.84 4
 1151.5  921.8 12:36:55.032 62:12:34.14 2
  177.9  922.7 12:37:00.111 62:12:49.80 4
 1938.6  925.5 12:36:50.917 62:12:21.64 1
  410.4  927.9 12:36:58.886 62:12:46.26 4
 1962.1  928.1 12:36:50.789 62:12:21.35 4
 2595.9  930.2 12:36:47.478 62:12:11.25 4
 3753.0  930.8 12:36:41.442 62:11:52.66 4
 1802.2  935.3 12:36:51.606 62:12:24.19 4
 2444.7  936.6 12:36:48.252 62:12:13.91 3
 1509.9  937.8 12:36:53.125 62:12:28.97 4
 1439.2  943.6 12:36:53.481 62:12:30.32 4
  801.4  944.3 12:36:56.807 62:12:40.58 2
 2553.8  945.4 12:36:47.662 62:12:12.48 4
  504.4  948.1 12:36:58.349 62:12:45.49 3
 1703.1  949.4 12:36:52.091 62:12:26.29 1
 1747.1  951.1 12:36:51.857 62:12:25.65 3
 2308.0  952.9 12:36:48.927 62:12:16.70 1
 2365.6  953.3 12:36:48.626 62:12:15.79 2
 1669.3  957.2 12:36:52.249 62:12:27.12 3
  742.8  960.9 12:36:57.075 62:12:42.13 4
 3028.9  964.5 12:36:45.141 62:12:05.53 4
 2456.5  967.5 12:36:48.119 62:12:14.85 4
 2342.2  968.4 12:36:48.713 62:12:16.72 3
 2158.0  968.8 12:36:49.673 62:12:19.69 4
 1545.4  971.9 12:36:52.862 62:12:29.64 2
 1423.4  973.7 12:36:53.494 62:12:31.67 3
 2621.4  978.9 12:36:47.233 62:12:12.61 4
 3875.8  983.6 12:36:40.681 62:11:52.61 4
 2365.0  983.9 12:36:48.559 62:12:16.91 2
 2647.0  987.7 12:36:47.079 62:12:12.52 4
 2178.7  989.2 12:36:49.518 62:12:20.10 4
  536.9  989.9 12:36:58.083 62:12:46.49 4
 1891.4  991.3 12:36:51.012 62:12:24.79 3
  749.9  993.8 12:36:56.963 62:12:43.22 3
 2562.5  994.0 12:36:47.505 62:12:14.11 2
 2017.5  995.9 12:36:50.344 62:12:22.94 4
 1611.7 1001.7 12:36:52.448 62:12:29.67 4
 3542.4 1003.7 12:36:42.373 62:11:58.70 2
 2217.7 1005.1 12:36:49.278 62:12:20.05 4
 2393.8 1006.4 12:36:48.357 62:12:17.27 4
 1306.2 1013.0 12:36:54.016 62:12:34.98 4
 1623.4 1013.5 12:36:52.360 62:12:29.91 2
  603.9 1021.0 12:36:57.662 62:12:46.55 4
 2311.8 1021.6 12:36:48.750 62:12:19.14 3
 3736.1 1022.2 12:36:41.320 62:11:56.26 3
 1815.9 1026.4 12:36:51.326 62:12:27.29 4
 1404.6 1036.4 12:36:53.449 62:12:34.26 3
 2280.9 1037.1 12:36:48.875 62:12:20.20 4
 1758.2 1039.9 12:36:51.596 62:12:28.70 4
 2573.5 1047.3 12:36:47.326 62:12:15.87 4
 2242.0 1048.3 12:36:49.053 62:12:21.24 4
 2163.3 1048.4 12:36:49.463 62:12:22.51 4
 3659.2 1048.6 12:36:41.661 62:11:58.46 4
 3501.3 1053.2 12:36:42.473 62:12:01.17 4
  695.0 1057.1 12:36:57.104 62:12:46.40 4
 1893.3 1058.5 12:36:50.848 62:12:27.21 3
  779.3 1064.4 12:36:56.647 62:12:45.32 2
 1988.7 1069.1 12:36:50.326 62:12:26.07 3
 3528.5 1071.4 12:36:42.290 62:12:01.40 4
 3675.7 1072.6 12:36:41.520 62:11:59.07 4
 3410.3 1075.3 12:36:42.897 62:12:03.44 4
  367.8 1076.2 12:36:58.768 62:12:52.35 3
  451.7 1079.2 12:36:58.323 62:12:51.12 4
  292.0 1080.8 12:36:59.153 62:12:53.74 4
 2056.2 1081.7 12:36:49.945 62:12:25.44 4
 2113.1 1082.6 12:36:49.646 62:12:24.56 4
 1671.2 1083.3 12:36:51.950 62:12:31.69 4
  581.9 1084.1 12:36:57.632 62:12:49.20 4
 1553.6 1084.3 12:36:52.561 62:12:33.61 2
 1920.1 1086.6 12:36:50.644 62:12:27.81 4
  870.4 1086.9 12:36:56.120 62:12:44.68 4
 2695.7 1092.1 12:36:46.585 62:12:15.54 4
 1237.7 1095.7 12:36:54.183 62:12:39.10 4
 2665.1 1096.0 12:36:46.736 62:12:16.18 4
 2040.4 1097.6 12:36:49.991 62:12:26.28 3
 3079.0 1098.7 12:36:44.571 62:12:09.62 3
 3648.3 1101.7 12:36:41.596 62:12:00.57 3
 3435.9 1104.2 12:36:42.697 62:12:04.08 4
  634.7 1110.6 12:36:57.296 62:12:49.32 4
 2938.4 1111.7 12:36:45.275 62:12:12.35 3
 2724.3 1113.3 12:36:46.388 62:12:15.86 4
  466.3 1113.8 12:36:58.167 62:12:52.14 4
 2048.2 1120.1 12:36:49.899 62:12:26.97 4
 1495.0 1124.9 12:36:52.774 62:12:36.03 4
 3163.9 1125.1 12:36:44.068 62:12:09.22 4
 1641.4 1125.8 12:36:52.008 62:12:33.71 4
 2651.7 1130.2 12:36:46.727 62:12:17.64 3
  911.0 1131.1 12:36:55.807 62:12:45.64 4
 1547.1 1132.2 12:36:52.485 62:12:35.46 4
 3169.6 1136.3 12:36:44.012 62:12:09.53 4
 2344.9 1136.4 12:36:48.313 62:12:22.80 3
  771.5 1143.4 12:36:56.507 62:12:48.32 3
  950.2 1144.2 12:36:55.572 62:12:45.48 3
 1824.1 1147.8 12:36:51.004 62:12:31.58 4
 1950.6 1159.4 12:36:50.318 62:12:29.97 4
 1675.2 1160.0 12:36:51.753 62:12:34.42 4
 1553.6 1162.4 12:36:52.382 62:12:36.46 4
 3617.9 1170.0 12:36:41.597 62:12:03.55 4
 1176.8 1171.1 12:36:54.328 62:12:42.83 4
 1757.3 1177.5 12:36:51.284 62:12:33.74 4
 1354.9 1179.8 12:36:53.379 62:12:40.28 2
 3682.8 1181.5 12:36:41.232 62:12:02.93 4
 3544.2 1189.1 12:36:41.937 62:12:05.43 3
 3204.5 1191.1 12:36:43.704 62:12:10.97 4
 3604.2 1192.5 12:36:41.617 62:12:04.59 4
  396.3 1194.6 12:36:58.347 62:12:56.21 4
 3740.4 1202.3 12:36:40.884 62:12:02.76 3
 2411.4 1202.7 12:36:47.814 62:12:24.14 4
  988.5 1203.0 12:36:55.238 62:12:47.01 4
  414.6 1203.7 12:36:58.231 62:12:56.25 4
 3727.5 1206.5 12:36:40.942 62:12:03.12 3
 3787.1 1208.6 12:36:40.626 62:12:02.24 4
  491.7 1209.2 12:36:57.816 62:12:55.21 4
 3748.6 1213.9 12:36:40.815 62:12:03.05 4
  821.8 1215.6 12:36:56.079 62:12:50.15 4
 2261.1 1217.5 12:36:48.564 62:12:27.10 4
  693.4 1223.9 12:36:56.730 62:12:52.51 2
 2284.4 1224.0 12:36:48.428 62:12:26.96 1
 1730.1 1224.0 12:36:51.320 62:12:35.87 4
 2709.8 1227.4 12:36:46.201 62:12:20.25 1
  903.5 1227.5 12:36:55.625 62:12:49.27 4
 1458.7 1228.9 12:36:52.724 62:12:40.41 4
 3656.3 1231.6 12:36:41.255 62:12:05.18 3
 2158.6 1232.1 12:36:49.066 62:12:29.28 3
 3021.6 1233.5 12:36:44.561 62:12:15.46 2
 1116.8 1233.9 12:36:54.497 62:12:46.08 4
 1411.0 1234.8 12:36:52.960 62:12:41.39 4
  712.8 1237.4 12:36:56.597 62:12:52.69 4
 2205.8 1240.5 12:36:48.800 62:12:28.83 4
 2561.2 1242.0 12:36:46.943 62:12:23.17 4
 2094.9 1248.4 12:36:49.361 62:12:30.90 4
 3595.5 1249.7 12:36:41.531 62:12:06.82 4
 1072.1 1254.8 12:36:54.682 62:12:47.56 3
 3318.8 1255.4 12:36:42.961 62:12:11.47 4
 3613.2 1256.7 12:36:41.422 62:12:06.79 1
 3702.8 1257.0 12:36:40.954 62:12:05.36 3
  466.7 1260.0 12:36:57.830 62:12:57.47 4
 3783.9 1262.5 12:36:40.519 62:12:04.25 4
 1350.3 1262.5 12:36:53.213 62:12:43.37 4
 3740.8 1263.0 12:36:40.743 62:12:04.96 3
  600.8 1264.7 12:36:57.119 62:12:55.49 4
  556.5 1265.5 12:36:57.349 62:12:56.23 4
 1986.7 1270.7 12:36:49.874 62:12:33.45 4
  440.2 1275.5 12:36:57.933 62:12:58.46 4
 3578.8 1277.2 12:36:41.555 62:12:08.09 4
 3382.1 1281.3 12:36:42.571 62:12:11.40 3
 2672.5 1282.4 12:36:46.269 62:12:22.85 4
  583.8 1283.2 12:36:57.166 62:12:56.43 1
  693.3 1288.8 12:36:56.581 62:12:54.88 4
  610.4 1297.0 12:36:56.995 62:12:56.51 4
 3159.6 1297.1 12:36:43.695 62:12:15.56 4
 2928.4 1298.7 12:36:44.897 62:12:19.33 4
 1340.0 1305.4 12:36:53.168 62:12:45.10 4
  950.0 1309.3 12:36:55.195 62:12:51.51 4
 2751.9 1309.8 12:36:45.792 62:12:22.57 4
 2534.2 1309.8 12:36:46.928 62:12:26.07 4
  398.3 1310.2 12:36:58.072 62:13:00.40 4
 1621.4 1316.6 12:36:51.674 62:12:40.99 4
 2639.1 1320.0 12:36:46.357 62:12:24.76 4
 2699.6 1321.2 12:36:46.039 62:12:23.83 4
 2346.0 1321.3 12:36:47.883 62:12:29.52 4
  929.2 1329.3 12:36:55.257 62:12:52.57 4
 3211.7 1330.4 12:36:43.347 62:12:15.93 4
  967.4 1337.9 12:36:55.038 62:12:52.27 2
  316.2 1339.4 12:36:58.434 62:13:02.78 4
  602.8 1339.8 12:36:56.937 62:12:58.19 3
 1905.1 1343.9 12:36:50.131 62:12:37.43 3
 2965.5 1345.2 12:36:44.597 62:12:20.43 4
  668.2 1345.3 12:36:56.583 62:12:57.34 1
  528.2 1346.8 12:36:57.310 62:12:59.65 4
 3390.0 1352.4 12:36:42.366 62:12:13.86 4
 2011.5 1352.6 12:36:49.556 62:12:36.04 4
 3756.1 1353.8 12:36:40.454 62:12:08.03 4
 3565.0 1361.1 12:36:41.434 62:12:11.37 3
 1735.5 1362.7 12:36:50.973 62:12:40.84 4
 3620.0 1364.1 12:36:41.140 62:12:10.59 3
 3143.9 1364.8 12:36:43.621 62:12:18.28 3
 3834.5 1370.8 12:36:40.006 62:12:07.38 2
 3277.2 1371.2 12:36:42.911 62:12:16.37 3
 3745.5 1375.6 12:36:40.459 62:12:08.99 3
 2756.6 1375.8 12:36:45.616 62:12:24.90 4
  692.8 1377.8 12:36:56.380 62:12:58.13 4
 3209.1 1379.6 12:36:43.247 62:12:17.77 4
 3646.8 1380.4 12:36:40.963 62:12:10.75 2
 1523.2 1385.7 12:36:52.028 62:12:45.09 3
 3194.7 1389.4 12:36:43.300 62:12:18.36 4
  631.7 1390.4 12:36:56.670 62:12:59.57 4
 2430.9 1390.5 12:36:47.281 62:12:30.68 4
 1868.1 1390.9 12:36:50.217 62:12:39.74 3
  267.6 1391.7 12:36:58.567 62:13:05.46 4
  887.0 1392.1 12:36:55.333 62:12:55.54 4
 1309.7 1392.3 12:36:53.127 62:12:48.76 4
  734.1 1392.8 12:36:56.130 62:12:58.02 4
 3604.3 1401.5 12:36:41.136 62:12:12.21 3
 2327.4 1407.0 12:36:47.783 62:12:32.94 3
  697.4 1409.5 12:36:56.283 62:12:59.22 3
 3204.0 1416.6 12:36:43.189 62:12:19.20 4
  570.7 1418.5 12:36:56.924 62:13:01.58 2
 2805.1 1419.1 12:36:45.264 62:12:25.70 4
 2535.9 1420.1 12:36:46.666 62:12:30.07 4
 2620.7 1422.2 12:36:46.219 62:12:28.78 4
  712.8 1425.6 12:36:56.166 62:12:59.56 4
  678.6 1425.9 12:36:56.344 62:13:00.12 4
  693.6 1430.0 12:36:56.256 62:13:00.02 4
 2780.5 1437.7 12:36:45.349 62:12:26.78 4
 3015.9 1440.4 12:36:44.115 62:12:23.09 4
 3520.7 1441.2 12:36:41.481 62:12:15.00 1
  323.3 1442.4 12:36:58.160 62:13:06.42 4
  524.4 1443.8 12:36:57.107 62:13:03.24 4
